City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,albany,42.6001,-73.9662,13.23,49,72,3.62,US,1675556353
1,katsuura,35.1333,140.3,47.35,62,16,14.16,JP,1675556353
2,bowen,-20.0167,148.2333,82.31,82,92,8.1,AU,1675556354
3,qaanaaq,77.484,-69.3632,-4.67,59,60,2.75,GL,1675556355
4,mgandu,-5.95,34.1333,60.31,89,83,0.49,TZ,1675556356
5,bluff,-46.6,168.3333,60.84,93,100,8.9,NZ,1675556356
6,nikolskoye,59.7035,30.7861,24.69,94,98,4.72,RU,1675556357
7,aukra,62.7925,6.919,41.76,93,100,26.46,NO,1675556357
8,punta arenas,-53.15,-70.9167,55.51,88,75,19.57,CL,1675556087
9,tessalit,20.1986,1.0114,59.92,16,68,10.49,ML,1675556196
10,champerico,14.3,-91.9167,86.54,65,2,5.99,GT,1675556358
11,rikitea,-23.1203,-134.9692,79.14,74,3,12.46,PF,1675556254
12,lompoc,34.6391,-120.4579,70.02,77,75,8.99,US,1675556359
13,ushuaia,-54.8,-68.3,55.06,62,75,12.66,AR,1675556360
14,beringovskiy,63.05,179.3167,-15.95,84,59,16.13,RU,1675556107
15,grand forks,47.9417,-97.4337,13.93,79,100,13.8,US,1675556198
16,yar-sale,66.8333,70.8333,7.52,97,96,7.07,RU,1675556360
17,itaituba,-4.2761,-55.9836,74.93,98,79,1.07,BR,1675556361
18,thompson,55.7435,-97.8558,-12.73,99,98,2.46,CA,1675556140
19,college,64.8569,-147.8028,8.55,78,75,5.75,US,1675556361
20,east london,-33.0153,27.9116,74.37,80,100,10.65,ZA,1675556362
21,gravdal,68.1214,13.5031,35.24,98,100,25.81,NO,1675556362
22,bredasdorp,-34.5322,20.0403,68.25,91,2,7.09,ZA,1675556363
23,mahebourg,-20.4081,57.7,79.09,83,40,3.44,MU,1675556363
24,port alfred,-33.5906,26.891,77.18,70,100,1.01,ZA,1675556364
25,busselton,-33.65,115.3333,76.06,38,77,6.2,AU,1675556073
26,comodoro rivadavia,-45.8667,-67.5,73.26,49,0,2.3,AR,1675556364
27,hilo,19.7297,-155.09,80.33,72,75,11.5,US,1675556365
28,jamestown,42.097,-79.2353,26.19,35,0,13.8,US,1675555665
29,hobart,-42.8794,147.3294,73.06,51,10,1.99,AU,1675556140
30,chuy,-33.6971,-53.4616,65.26,94,49,15.01,UY,1675556366
31,bathsheba,13.2167,-59.5167,79.41,78,75,21.85,BB,1675556366
32,ribeira grande,38.5167,-28.7,61.77,89,32,10.0,PT,1675556367
33,saint anthony,45.0205,-93.218,28.65,73,0,6.91,US,1675556367
34,hobyo,5.3505,48.5268,74.26,74,51,14.03,SO,1675556367
35,vaini,-21.2,-175.2,86.16,74,75,18.41,TO,1675556368
36,meulaboh,4.1363,96.1285,74.37,88,93,3.36,ID,1675556368
37,nuqui,5.7125,-77.2708,77.81,87,74,3.47,CO,1675556369
38,hermanus,-34.4187,19.2345,70.81,93,30,6.17,ZA,1675556369
39,kanigiri,15.4,79.5167,67.87,83,2,0.56,IN,1675556369
40,isangel,-19.55,169.2667,84.85,78,60,15.35,VU,1675556370
41,saskatoon,52.1168,-106.6345,23.99,85,20,5.75,CA,1675556194
42,avarua,-21.2078,-159.775,84.25,79,75,14.97,CK,1675556370
43,ossora,59.2353,163.0719,0.45,85,100,2.33,RU,1675556371
44,sretensk,52.2453,117.7093,-28.25,100,75,0.92,RU,1675556371
45,santa maria,-29.6842,-53.8069,72.48,36,28,4.9,BR,1675556276
46,cape town,-33.9258,18.4232,70.88,89,69,1.99,ZA,1675556082
47,hami,42.8,93.45,30.06,37,100,4.47,CN,1675556372
48,torit,4.4133,32.5678,79.3,30,75,3.0,SS,1675556373
49,krasnoarmeysk,51.0239,45.6969,8.92,99,100,4.29,RU,1675556374
50,payo,-3.7508,103.6372,71.13,93,100,2.01,ID,1675556206
51,pisco,-13.7,-76.2167,71.65,94,48,5.75,PE,1675556374
52,yellowknife,62.456,-114.3525,-22.68,93,32,2.89,CA,1675556112
53,ambilobe,-13.2,49.05,73.31,96,99,1.59,MG,1675556375
54,butaritari,3.0707,172.7902,81.21,81,52,18.72,KI,1675556375
55,carnarvon,-24.8667,113.6333,80.13,68,1,8.93,AU,1675556375
56,lom sak,16.7798,101.2422,71.49,100,75,0.0,TH,1675556376
57,constitucion,-35.3333,-72.4167,60.13,95,24,2.53,CL,1675556211
58,lebu,-37.6167,-73.65,59.04,95,61,4.61,CL,1675556376
59,namatanai,-3.6667,152.4333,83.08,72,100,2.26,PG,1675556148
60,hohhot,40.8106,111.6522,17.89,53,0,4.47,CN,1675556377
61,port-gentil,-0.7193,8.7815,80.82,78,100,6.73,GA,1675556140
62,saskylakh,71.9167,114.0833,-28.61,97,92,3.42,RU,1675556377
63,souillac,-20.5167,57.5167,79.18,83,40,3.44,MU,1675556378
64,okhotsk,59.3833,143.3,-15.12,81,41,11.3,RU,1675556149
65,richards bay,-28.783,32.0377,71.11,90,15,2.53,ZA,1675556379
66,rocha,-34.4833,-54.3333,65.98,93,84,14.38,UY,1675556379
67,ostrovnoy,68.0531,39.5131,13.55,84,100,12.66,RU,1675556380
68,gombong,-7.6072,109.5142,76.44,89,100,1.86,ID,1675556380
69,yaan,7.3833,8.5667,83.14,18,96,4.99,NG,1675556380
70,nouadhibou,20.931,-17.0347,66.18,30,89,17.27,MR,1675556176
71,basna,21.2833,82.8167,57.81,23,84,1.9,IN,1675556381
72,mar del plata,-38.0023,-57.5575,68.09,73,0,4.61,AR,1675556381
73,narsaq,60.9167,-46.05,23.22,93,94,3.38,GL,1675556382
74,puerto baquerizo moreno,-0.9,-89.6,79.36,73,51,6.93,EC,1675556382
75,puerto ayora,-0.7393,-90.3518,79.56,92,58,8.01,EC,1675556383
76,tuy hoa,13.0833,109.3,74.14,85,99,2.68,VN,1675556383
77,hithadhoo,-0.6,73.0833,81.25,71,72,15.61,MV,1675556383
78,iqaluit,63.7506,-68.5145,-33.07,65,75,15.99,CA,1675556384
79,klaksvik,62.2266,-6.589,40.12,79,58,29.3,FO,1675556384
80,tagusao,9.1924,117.8141,79.25,79,68,4.7,PH,1675556384
81,fortuna,40.5982,-124.1573,61.14,64,75,23.02,US,1675556385
82,lisakovsk,52.5369,62.4936,-5.71,100,39,7.58,KZ,1675556385
83,akdepe,42.0551,59.3788,33.89,83,15,10.25,TM,1675556385
84,humaita,-7.5061,-63.0208,74.35,94,72,1.66,BR,1675556386
85,ribnitz-damgarten,54.25,12.4667,27.09,100,39,5.77,DE,1675556386
86,cherskiy,68.75,161.3,-35.84,100,96,2.46,RU,1675556387
87,vila franca do campo,37.7167,-25.4333,55.81,85,2,6.11,PT,1675556387
88,japura,-0.3167,102.35,73.54,97,100,1.21,ID,1675556388
89,ponta do sol,32.6667,-17.1,63.23,50,27,8.52,PT,1675556388
90,mataura,-46.1927,168.8643,69.1,81,100,3.2,NZ,1675556388
91,nanortalik,60.1432,-45.2371,25.32,70,98,22.1,GL,1675556389
92,starodzhereliyevskaya,45.476,38.2968,33.39,97,90,6.4,RU,1675556389
93,nsanje,-16.92,35.262,73.85,85,79,1.74,MW,1675556390
94,wajid,3.8093,43.2471,73.9,29,15,12.91,SO,1675556390
95,kemijarvi,66.7131,27.4306,4.08,98,100,3.29,FI,1675556390
96,doha,25.2867,51.5333,62.58,65,0,4.61,QA,1675556237
97,saint george,37.1041,-113.5841,60.44,31,0,4.61,US,1675556392
98,lagos,6.5833,3.75,80.24,83,60,8.05,NG,1675555800
99,barcelos,41.5388,-8.6151,47.84,68,0,4.79,PT,1675556393
100,pevek,69.7008,170.3133,-35.1,100,94,2.33,RU,1675556393
101,acapulco,16.8634,-99.8901,84.02,61,0,9.22,MX,1675556394
102,loreto,22.2667,-101.9667,68.94,23,32,0.76,MX,1675556394
103,saldanha,-33.0117,17.9442,65.19,97,94,13.56,ZA,1675556394
104,saint-pierre,-21.3393,55.4781,76.68,83,0,4.61,RE,1675556305
105,jiuquan,39.7432,98.5174,23.83,44,69,4.99,CN,1675556395
106,new norfolk,-42.7826,147.0587,69.93,43,9,5.01,AU,1675556395
107,bartica,6.4,-58.6167,79.12,98,62,2.91,GY,1675556396
108,skhisma,35.2667,25.7167,52.84,73,44,18.21,GR,1675556206
109,hofn,64.2539,-15.2082,33.35,65,69,5.66,IS,1675556396
110,kedrovyy,56.1667,91.8167,-8.99,99,100,1.68,RU,1675556397
111,georgetown,5.4112,100.3354,78.73,85,20,5.75,MY,1675556318
112,bengkulu,-3.8004,102.2655,74.41,88,100,4.5,ID,1675556397
113,aklavik,68.2191,-135.0107,-32.8,68,0,3.44,CA,1675556398
114,atuona,-9.8,-139.0333,78.58,75,28,17.34,PF,1675556238
115,itupiranga,-5.1347,-49.3267,77.32,95,98,1.83,BR,1675556398
116,zhanakorgan,43.9098,67.2495,36.32,92,98,6.67,KZ,1675556399
117,clyde river,70.4692,-68.5914,-16.37,63,100,17.27,CA,1675556149
118,sao joao da barra,-21.6403,-41.0511,78.89,91,9,16.02,BR,1675556399
119,pavagada,14.1,77.2667,67.5,68,1,3.87,IN,1675556400
120,guerrero negro,27.9769,-114.0611,65.52,51,0,11.61,MX,1675556239
121,praia da vitoria,38.7333,-27.0667,59.76,94,20,14.34,PT,1675556401
122,victoria,22.2855,114.1577,64.94,86,100,11.01,HK,1675556401
123,ust-nera,64.5667,143.2,-26.1,98,100,1.03,RU,1675556402
124,upernavik,72.7868,-56.1549,-8.32,98,100,0.89,GL,1675556402
125,djougou,9.7085,1.666,79.16,16,39,4.61,BJ,1675556403
126,lincoln,40.8,-96.667,43.27,62,0,8.05,US,1675556135
127,karratha,-20.7377,116.8463,91.69,40,49,2.24,AU,1675556404
128,bonnyville,54.2668,-110.735,34.92,98,99,0.69,CA,1675556404
129,tiksi,71.6872,128.8694,-21.39,100,100,2.73,RU,1675556405
130,baoding,38.8511,115.4903,30.63,57,19,1.88,CN,1675556405
131,aksha,50.2814,113.2867,-7.13,98,58,3.69,RU,1675556406
132,sayansk,54.1088,102.1648,-3.33,100,100,0.56,RU,1675556406
133,laguna,38.421,-121.4238,59.05,81,100,9.22,US,1675556407
134,formosa,-26.1775,-58.1781,78.78,57,0,5.75,AR,1675556408
135,tallahassee,30.4383,-84.2807,57.74,74,1,5.48,US,1675556187
136,samana,19.2056,-69.3369,76.96,81,1,9.55,DO,1675556408
137,omboue,-1.5746,9.2618,77.11,88,100,5.46,GA,1675556409
138,tuatapere,-46.1333,167.6833,64.47,99,100,3.33,NZ,1675556410
139,caravelas,-17.7125,-39.2481,79.83,80,35,11.21,BR,1675556410
140,maralal,1.0968,36.698,57.72,62,95,5.17,KE,1675556237
141,sao francisco de assis,-29.5503,-55.1311,70.16,42,36,7.11,BR,1675556411
142,dikson,73.5069,80.5464,-2.18,97,100,3.02,RU,1675556411
143,srostki,52.4189,85.7022,7.7,97,100,3.62,RU,1675556412
144,nome,64.5011,-165.4064,14.07,85,100,6.91,US,1675556412
145,ekhabi,53.5102,142.9671,-14.73,97,62,9.84,RU,1675556413
146,sorland,67.667,12.6934,39.06,95,100,40.56,NO,1675556413
147,athens,37.9795,23.7162,43.38,87,100,10.36,GR,1675555800
148,masuguru,-11.3667,38.4167,70.86,95,74,2.24,TZ,1675556416
149,atasu,48.6814,71.6433,13.59,96,98,4.76,KZ,1675556416
150,lorengau,-2.0226,147.2712,84.58,68,96,5.55,PG,1675556417
151,hamilton,39.1834,-84.5333,44.55,48,0,16.11,US,1675556330
152,lagoa,39.05,-27.9833,59.22,89,8,20.71,PT,1675556418
153,voyinka,45.8699,33.9914,34.93,73,100,14.72,UA,1675556418
154,kalaleh,37.3807,55.4916,37.0,65,0,0.0,IR,1675556419
155,bubaque,11.2833,-15.8333,77.05,66,28,14.52,GW,1675556419
156,fort saint james,54.4333,-124.25,33.87,95,100,5.44,CA,1675556420
157,clarksdale,34.2001,-90.5709,44.91,75,0,5.75,US,1675556421
158,trinidad,-14.8333,-64.9,71.02,97,100,3.65,BO,1675556421
159,alpena,45.0617,-83.4327,26.85,62,20,5.75,US,1675556421
160,bethel,41.3712,-73.414,20.64,43,20,4.61,US,1675556359
161,maceio,-9.6658,-35.7353,78.24,94,40,4.61,BR,1675556422
162,kalmunai,7.4167,81.8167,76.5,86,90,8.52,LK,1675556423
163,north bend,43.4065,-124.2243,56.91,85,75,3.44,US,1675556133
164,warrington,53.3925,-2.5802,43.61,87,0,5.75,GB,1675556269
165,tynda,55.1667,124.7167,-24.74,100,93,1.92,RU,1675556424
166,zyryanskoye,56.8306,86.6258,-9.0,100,100,0.29,RU,1675556425
167,nizhniy kuranakh,58.8353,125.4869,-14.69,100,100,1.34,RU,1675556425
168,bilma,18.6853,12.9164,70.61,17,22,4.83,NE,1675556426
169,kyra,49.5776,111.9753,-2.63,93,100,3.33,RU,1675556426
170,ereymentau,51.6199,73.1033,0.55,96,100,5.57,KZ,1675556426
171,sao filipe,14.8961,-24.4956,71.67,63,35,12.64,CV,1675556427
172,san cristobal,7.7669,-72.225,71.78,63,48,1.12,VE,1675556427
173,marsh harbour,26.5412,-77.0636,72.03,76,99,29.15,BS,1675556428
174,yulara,-25.2406,130.9889,75.6,23,0,16.69,AU,1675556428
175,thinadhoo,0.5333,72.9333,79.43,71,50,10.38,MV,1675556429
176,erenhot,43.6475,111.9767,18.81,38,100,6.58,CN,1675556430
177,cidreira,-30.1811,-50.2056,73.62,75,55,7.99,BR,1675556430
178,norman wells,65.282,-126.8329,-14.76,70,75,3.44,CA,1675556431
179,kaitangata,-46.2817,169.8464,74.32,63,100,3.6,NZ,1675556431
180,kodiak,57.79,-152.4072,36.91,65,0,0.0,US,1675556432
181,poronaysk,49.2167,143.1167,-6.39,85,16,1.01,RU,1675556432
182,tasiilaq,65.6145,-37.6368,24.96,93,100,30.06,GL,1675556433
183,keti bandar,24.1447,67.4497,68.92,83,1,8.75,PK,1675556433
184,sechura,-5.5569,-80.8222,77.05,66,51,11.18,PE,1675556434
185,fort nelson,58.8053,-122.7002,5.95,82,100,3.44,CA,1675556434
186,venezuela,8.0,-66.0,84.87,48,92,13.62,VE,1675556434
187,zorritos,-3.6805,-80.6782,80.89,73,45,7.56,PE,1675556436
188,hasaki,35.7333,140.8333,43.29,54,6,15.64,JP,1675556436
189,darhan,49.4867,105.9228,-12.93,98,34,3.87,MN,1675556438
190,hennenman,-27.9765,27.0242,64.44,64,10,14.05,ZA,1675556438
191,grand gaube,-20.0064,57.6608,79.2,85,88,1.99,MU,1675556438
192,nhulunbuy,-12.2333,136.7667,84.81,70,100,3.44,AU,1675556439
193,yamada,39.4667,141.95,32.86,58,11,2.84,JP,1675556439
194,sebina,-20.8667,27.25,67.84,82,96,10.2,BW,1675556440
195,ewa beach,21.3156,-158.0072,76.98,77,20,10.36,US,1675556145
196,rosa zarate,0.3333,-79.4667,73.9,93,78,3.42,EC,1675556441
197,khotiv,50.3307,30.4684,24.62,89,100,9.86,UA,1675556441
198,flinders,-34.5833,150.8552,79.18,42,0,5.99,AU,1675556442
199,verkhnevilyuysk,63.4453,120.3167,-34.02,99,100,3.85,RU,1675556442
200,wunsiedel,50.0333,12.0167,26.94,92,32,1.01,DE,1675556442
201,huron,41.1501,-82.5499,37.53,62,38,18.1,US,1675556443
202,bambous virieux,-20.3428,57.7575,79.05,83,40,3.44,MU,1675556443
203,zaragoza,41.6561,-0.8773,45.05,71,0,20.71,ES,1675556444
204,san patricio,28.017,-97.5169,66.29,68,29,7.74,US,1675556444
205,geraldton,-28.7667,114.6,79.21,78,75,8.05,AU,1675556444
206,torbay,47.6666,-52.7314,10.49,82,75,26.46,CA,1675556445
207,ahipara,-35.1667,173.1667,72.14,71,100,10.22,NZ,1675556445
208,busovaca,44.0975,17.8789,27.91,92,100,7.67,BA,1675556446
209,saint-philippe,-21.3585,55.7679,76.59,86,99,10.13,RE,1675556446
210,havelock,34.8791,-76.9013,37.38,72,0,3.44,US,1675556391
211,itacare,-14.2775,-38.9967,78.22,82,7,8.3,BR,1675556447
212,bardiyah,31.7561,25.0865,54.34,70,26,15.79,LY,1675556447
213,kapaa,22.0752,-159.319,75.52,80,75,10.36,US,1675556423
214,mercedes,-34.6515,-59.4307,74.79,32,0,7.81,AR,1675556448
215,broome,42.2506,-75.833,19.62,57,0,11.99,US,1675556448
216,buckingham,51.9997,-0.9878,47.89,90,100,3.0,GB,1675556449
217,dunedin,-45.8742,170.5036,71.8,75,100,4.0,NZ,1675556449
218,talnakh,69.4865,88.3972,11.21,96,100,7.14,RU,1675556450
219,auki,-8.7676,160.7034,81.05,86,100,6.24,SB,1675556450
220,seoul,37.5683,126.9778,31.44,86,40,3.44,KR,1675556450
221,quang ngai,15.1167,108.8,70.9,88,61,3.87,VN,1675556451
222,bartoszyce,54.2535,20.8082,25.03,84,17,7.56,PL,1675556451
223,vanimo,-2.6741,141.3028,83.52,71,88,2.53,PG,1675556452
224,sidrolandia,-20.9319,-54.9614,68.58,91,59,1.9,BR,1675556452
225,hlobyne,49.3878,33.2596,26.17,87,100,10.2,UA,1675556452
226,belyy yar,53.6039,91.3903,-14.91,84,40,0.0,RU,1675556453
227,myaundzha,63.0494,147.1858,-25.87,99,100,3.02,RU,1675556453
228,rongcheng,30.634,117.8517,45.09,90,100,2.13,CN,1675556453
229,vostok,46.4856,135.8833,1.96,92,99,4.23,RU,1675556454
230,malazgirt,39.1427,42.5401,19.56,95,99,2.55,TR,1675556290
231,mantua,45.1667,10.7833,42.04,81,48,5.99,IT,1675556432
232,axim,4.8699,-2.2405,78.4,89,100,7.54,GH,1675556455
233,saiha,22.4833,92.9667,51.03,39,86,4.14,IN,1675556455
234,saint-georges,12.0564,-61.7485,78.48,83,20,17.27,GD,1675556396
235,bodmin,50.4715,-4.7243,48.67,100,100,5.75,GB,1675556456
236,leningradskiy,69.3833,178.4167,-24.61,99,100,4.14,RU,1675556456
237,dongsheng,39.8161,109.9776,21.13,50,60,5.99,CN,1675556456
238,kiama,-34.6833,150.8667,79.38,42,0,4.18,AU,1675556457
239,coahuayana,18.7333,-103.6833,81.09,52,0,4.32,MX,1675556457
240,antofagasta,-23.65,-70.4,74.48,81,3,2.21,CL,1675556174
241,macas,-2.3167,-78.1167,71.1,78,69,1.66,EC,1675556458
242,katakwi,1.8911,33.9661,70.86,38,71,4.88,UG,1675556458
243,muisne,0.6,-80.0333,76.41,87,88,7.0,EC,1675556459
244,chara,56.9064,118.2631,-12.28,77,98,2.82,RU,1675556459
245,joensuu,62.6012,29.7632,-1.71,78,83,3.44,FI,1675556460
246,berlevag,70.8578,29.0864,26.6,73,75,10.36,NO,1675556460
247,silifke,36.3778,33.9344,47.43,82,96,6.08,TR,1675556461
248,riyadh,24.6877,46.7219,57.34,58,0,7.07,SA,1675556421
249,sao jose da coroa grande,-8.8978,-35.1478,78.76,81,38,7.14,BR,1675556461
250,gat,31.61,34.7642,54.39,100,71,9.64,IL,1675556460
251,kavaratti,10.5669,72.642,81.18,66,44,2.71,IN,1675556462
252,srednekolymsk,67.45,153.6833,-32.89,100,100,3.87,RU,1675556463
253,roma,43.2128,-75.4557,16.09,52,100,11.5,US,1675556281
254,najran,17.4924,44.1277,57.85,53,35,2.68,SA,1675556430
255,kirakira,-10.4544,161.9205,85.86,73,55,3.0,SB,1675556464
256,kruisfontein,-34.0033,24.7314,69.26,64,54,3.53,ZA,1675556465
257,correia pinto,-27.5847,-50.3611,62.82,90,65,2.19,BR,1675556466
258,iberia,29.9502,-91.7507,53.67,76,0,6.91,US,1675556466
259,bonavista,48.6499,-53.1147,13.6,75,94,40.73,CA,1675556467
260,qaqortoq,60.7167,-46.0333,16.07,91,85,9.46,GL,1675556467
261,udachnyy,66.4167,112.4,-42.56,72,77,0.25,RU,1675556468
262,mitsamiouli,-11.3847,43.2844,81.07,73,99,1.81,KM,1675556469
263,quatre cocos,-20.2078,57.7625,78.91,85,79,7.92,MU,1675556470
264,kenai,60.5544,-151.2583,27.09,84,100,6.91,US,1675556470
265,zyryanka,65.75,150.85,-21.17,98,100,4.56,RU,1675556471
266,saint-joseph,-21.3667,55.6167,75.58,84,98,10.13,RE,1675556471
267,upington,-28.4478,21.2561,75.58,57,20,6.91,ZA,1675556472
268,ahuimanu,21.4447,-157.8378,76.75,83,100,9.22,US,1675556473
269,arlit,18.7369,7.3853,70.77,10,13,10.13,NE,1675556473
270,marzuq,14.4,46.4667,62.2,65,49,1.63,YE,1675556474
271,maracaju,-21.6144,-55.1683,74.16,71,78,4.45,BR,1675556474
272,guaruja,-23.9931,-46.2564,84.88,26,54,1.99,BR,1675556475
273,kahului,20.8947,-156.47,80.62,66,20,23.02,US,1675556476
274,provideniya,64.3833,-173.3,-1.89,91,98,10.67,RU,1675556477
275,chililabombwe,-12.3648,27.8229,61.38,98,93,4.81,ZM,1675556478
276,yumen,40.2833,97.2,25.63,39,100,15.05,CN,1675556479
277,barrow,71.2906,-156.7887,-21.98,76,0,10.36,US,1675556479
278,verkhnyaya toyma,62.2349,44.9985,-3.37,100,100,1.86,RU,1675556480
279,tura,25.5198,90.2201,54.39,64,4,2.66,IN,1675556446
280,valle del guamuez,0.4525,-76.9192,75.83,64,29,0.87,CO,1675556481
